attendance_percent,avg_grade,assignments_submitted,previous_failures,disengaged,feedback_text
96,62.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
68,52.5,4.0,0,0,I attend most classes but still miss some sessions. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,80.0,6.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
80,50.0,9.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
92,50.0,10.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
92,67.5,7.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
84,55.00000000000001,9.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
96,75.0,8.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
92,67.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
92,55.00000000000001,7.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
76,45.0,5.0,1,1,I attend most classes but still miss some sessions. my performance is average but unstable. I submit assignments but not always on time. I had previous failures and confidence is low.
80,87.5,3.0,0,0,I attend classes regularly. my grades are mostly good. I submit few assignments and need support. I have no previous failures.
92,47.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
88,75.0,5.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
92,77.5,5.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
88,70.0,3.0,0,0,I attend classes regularly. my grades are mostly good. I submit few assignments and need support. I have no previous failures.
72,57.49999999999999,4.0,1,1,I attend most classes but still miss some sessions. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
96,67.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,70.0,6.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
88,67.5,10.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
96,65.0,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
92,62.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,57.49999999999999,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,45.0,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,52.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,47.5,4.0,2,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
84,70.0,3.0,0,0,I attend classes regularly. my grades are mostly good. I submit few assignments and need support. I have no previous failures.
92,62.5,7.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,52.5,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
80,47.5,4.0,3,1,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
84,52.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
88,57.49999999999999,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
96,62.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
76,70.0,2.0,0,0,I attend most classes but still miss some sessions. my grades are mostly good. I submit few assignments and need support. I have no previous failures.
92,45.0,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
76,60.0,2.0,1,1,I attend most classes but still miss some sessions. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
96,57.49999999999999,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
92,67.5,7.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,47.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,67.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,55.00000000000001,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
80,57.49999999999999,7.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
84,57.49999999999999,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
92,45.0,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,50.0,6.0,2,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I had previous failures and confidence is low.
88,67.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
96,42.5,3.0,1,1,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
88,50.0,10.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
52,42.5,4.0,0,1,I miss classes often and struggle to keep up. my grades are low and I feel behind. I submit few assignments and need support. I have no previous failures.
100,70.0,8.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
92,57.49999999999999,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
96,65.0,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
92,52.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
56,40.0,2.0,0,1,I miss classes often and struggle to keep up. my grades are low and I feel behind. I submit few assignments and need support. I have no previous failures.
100,60.0,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,52.5,2.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
96,55.00000000000001,5.0,1,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I had previous failures and confidence is low.
88,62.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
88,55.00000000000001,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
68,45.0,1.0,0,1,I attend most classes but still miss some sessions. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,57.49999999999999,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,50.0,2.0,2,1,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
88,47.5,3.0,1,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
96,65.0,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
88,50.0,2.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,65.0,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,37.5,6.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I have no previous failures.
72,42.5,2.0,3,1,I attend most classes but still miss some sessions. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
88,52.5,3.0,3,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
92,55.00000000000001,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,50.0,6.0,1,1,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I had previous failures and confidence is low.
100,42.5,3.0,2,0,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
84,40.0,2.0,1,1,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
92,32.5,5.0,2,1,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I had previous failures and confidence is low.
96,42.5,3.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I have no previous failures.
96,42.5,2.0,1,1,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
100,40.0,4.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I have no previous failures.
80,37.5,1.0,3,1,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
100,47.5,4.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,85.0,6.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
100,60.0,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,80.0,6.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
92,45.0,3.0,1,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
100,82.5,6.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
100,50.0,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,67.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,70.0,6.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
100,52.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,62.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
92,50.0,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
84,47.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
92,55.00000000000001,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
92,52.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,57.49999999999999,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,87.5,6.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
36,67.5,3.0,0,0,I miss classes often and struggle to keep up. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
84,72.5,5.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
88,60.0,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,47.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,67.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
80,62.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
88,45.0,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
88,60.0,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,57.49999999999999,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
68,52.5,4.0,0,0,I attend most classes but still miss some sessions. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,52.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,62.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
84,72.5,5.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
92,65.0,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
68,52.5,2.0,0,0,I attend most classes but still miss some sessions. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
40,72.5,1.0,1,1,I miss classes often and struggle to keep up. my grades are mostly good. I submit few assignments and need support. I had previous failures and confidence is low.
100,52.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,70.0,5.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
92,57.49999999999999,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,72.5,6.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
58,65.0,2.0,0,0,I miss classes often and struggle to keep up. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
88,65.0,10.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
72,42.5,7.0,1,1,I attend most classes but still miss some sessions. my grades are low and I feel behind. I submit assignments but not always on time. I had previous failures and confidence is low.
96,55.00000000000001,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
92,72.5,5.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
96,62.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,57.49999999999999,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
92,60.0,10.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
70,62.5,4.0,0,0,I attend most classes but still miss some sessions. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,65.0,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
80,57.49999999999999,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
88,57.49999999999999,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
96,75.0,5.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
68,50.0,4.0,0,0,I attend most classes but still miss some sessions. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
80,50.0,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
92,62.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,60.0,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
100,52.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
76,60.0,7.0,0,0,I attend most classes but still miss some sessions. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,65.0,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
82,47.5,5.0,3,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I had previous failures and confidence is low.
92,77.5,7.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
92,40.0,5.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit assignments but not always on time. I have no previous failures.
96,87.5,5.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
100,52.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,47.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,75.0,8.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
100,65.0,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,62.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,65.0,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,65.0,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,45.0,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,60.0,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
100,80.0,6.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
92,47.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,67.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
64,50.0,4.0,1,1,I attend most classes but still miss some sessions. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
68,42.5,4.0,1,1,I attend most classes but still miss some sessions. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
72,37.5,1.0,1,1,I attend most classes but still miss some sessions. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
48,37.5,0.0,1,1,I miss classes often and struggle to keep up. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
88,45.0,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
92,70.0,5.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
80,52.5,7.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
92,57.49999999999999,2.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
96,65.0,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
72,45.0,2.0,1,1,I attend most classes but still miss some sessions. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
68,37.5,3.0,0,1,I attend most classes but still miss some sessions. my grades are low and I feel behind. I submit few assignments and need support. I have no previous failures.
84,50.0,2.0,1,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
92,72.5,7.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
92,72.5,5.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
84,75.0,5.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
100,60.0,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
86,70.0,3.0,0,0,I attend classes regularly. my grades are mostly good. I submit few assignments and need support. I have no previous failures.
92,72.5,3.0,0,0,I attend classes regularly. my grades are mostly good. I submit few assignments and need support. I have no previous failures.
96,55.00000000000001,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,67.5,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
80,55.00000000000001,7.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
80,47.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
80,55.00000000000001,7.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
86,77.5,3.0,0,0,I attend classes regularly. my grades are mostly good. I submit few assignments and need support. I have no previous failures.
92,52.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,52.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
76,37.5,1.0,3,1,I attend most classes but still miss some sessions. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
84,47.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,57.49999999999999,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
84,37.5,2.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I have no previous failures.
92,50.0,5.0,1,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I had previous failures and confidence is low.
92,37.5,2.0,2,1,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
96,67.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,60.0,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,47.5,3.0,1,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
96,60.0,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,72.5,10.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
100,50.0,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
92,52.5,4.0,1,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I had previous failures and confidence is low.
96,57.49999999999999,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
92,57.49999999999999,7.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
92,55.00000000000001,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
92,60.0,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,80.0,5.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
100,47.5,2.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
96,52.5,10.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
84,55.00000000000001,4.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
96,75.0,5.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
96,50.0,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,52.5,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
96,67.5,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
100,57.49999999999999,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
84,40.0,2.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I have no previous failures.
88,77.5,5.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
100,55.00000000000001,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
84,52.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
92,55.00000000000001,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
76,42.5,3.0,0,0,I attend most classes but still miss some sessions. my grades are low and I feel behind. I submit few assignments and need support. I have no previous failures.
68,57.49999999999999,4.0,0,0,I attend most classes but still miss some sessions. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
80,80.0,9.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
96,65.0,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,82.5,5.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
84,70.0,5.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
88,77.5,5.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
88,60.0,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
70,52.5,3.0,0,0,I attend most classes but still miss some sessions. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
88,57.49999999999999,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
96,65.0,5.0,1,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I had previous failures and confidence is low.
84,70.0,7.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
100,42.5,4.0,1,0,I attend classes regularly. my grades are low and I feel behind. I submit few assignments and need support. I had previous failures and confidence is low.
100,50.0,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
80,50.0,1.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
56,55.00000000000001,2.0,0,0,I miss classes often and struggle to keep up. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
64,65.0,2.0,0,0,I attend most classes but still miss some sessions. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
96,85.0,10.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
100,62.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
76,60.0,5.0,0,0,I attend most classes but still miss some sessions. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
80,62.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,60.0,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,90.0,8.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
100,65.0,8.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I have no previous failures.
100,72.5,8.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
100,85.0,6.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
96,77.5,5.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
100,87.5,8.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
100,92.5,10.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
100,72.5,8.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
100,72.5,3.0,0,0,I attend classes regularly. my grades are mostly good. I submit few assignments and need support. I have no previous failures.
96,67.5,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,67.5,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
100,82.5,10.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
100,90.0,3.0,0,0,I attend classes regularly. my grades are mostly good. I submit few assignments and need support. I have no previous failures.
100,72.5,6.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments but not always on time. I have no previous failures.
100,62.5,3.0,0,0,I attend classes regularly. my performance is average but unstable. I submit few assignments and need support. I have no previous failures.
100,35.0,8.0,0,0,I attend classes regularly. my grades are low and I feel behind. I submit assignments consistently. I have no previous failures.
100,80.0,8.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
100,90.0,10.0,0,0,I attend classes regularly. my grades are mostly good. I submit assignments consistently. I have no previous failures.
100,47.5,8.0,1,0,I attend classes regularly. my performance is average but unstable. I submit assignments consistently. I had previous failures and confidence is low.
100,72.5,3.0,2,0,I attend classes regularly. my grades are mostly good. I submit few assignments and need support. I had previous failures and confidence is low.
100,50.0,6.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
96,50.0,5.0,0,0,I attend classes regularly. my performance is average but unstable. I submit assignments but not always on time. I have no previous failures.
